fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,white
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,white
5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5,white
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,white
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,white
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,white
6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5,white
8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6,white
7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,white
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,white
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,white
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,white
6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,white
6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,white
6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6,white
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,white
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,white
6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,white
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,white
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,white
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,white
6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,white
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,white
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,white
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,white
7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6,white
6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5,white
6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,5,white
6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,white
6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6,white
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,white
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,white
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,white
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,white
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6,white
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,white
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,white
7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6,white
6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6,white
6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8,white
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,white
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,white
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7,white
7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8,white
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,white
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,white
5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7,white
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5,white
6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5,white
6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5,white
7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5,white
9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,5,white
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,white
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6,white
6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,5,white
6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6,white
6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6,white
6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7,white
6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7,white
7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8,white
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,white
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,white
5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6,white
7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,6,white
7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,7,white
6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,8,white
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,white
8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,6,white
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,white
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5,white
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,white
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,white
6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,white
6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,white
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5,white
6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7,white
8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5,white
6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,5,white
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,white
6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5,white
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8,white
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,white
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,white
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,white
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,white
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,white
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,white
6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7,white
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,white
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7,white
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,white
6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,6,white
7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7,white
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,white
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,white
6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,4,white
7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6,white
7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6,white
7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6,white
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,white
6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,6,white
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,white
4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7,white
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,white
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,white
7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7,white
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,white
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,white
7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5,white
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,white
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,white
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7,white
6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7,white
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,white
7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6,white
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,white
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6,white
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,white
6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7,white
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,white
6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6,white
6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6,white
6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7,white
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,white
6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7,white
7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5,white
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,white
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,white
6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,5,white
5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,7,white
